1,10,4866,3944,446,173,464,0
1,10,4866,3944,446,173,464,1
1,10,4866,3944,446,173,464,2
1,10,4866,3944,446,173,464,3
1,100,4866,2414,1662,1703,-1,0
1,100,4866,2414,1662,1703,-1,1
1,100,4866,2414,1662,1703,-1,2
1,100,4866,2414,1662,1703,-1,3
1,101,4866,2482,1707,1635,-1,0
1,101,4866,2482,1707,1635,-1,1
1,101,4866,2482,1707,1635,-1,2
1,101,4866,2482,1707,1635,-1,3
1,103,4866,3948,452,178,532,0
1,103,4866,3948,452,178,532,1
1,103,4866,3948,452,178,532,2
1,103,4866,3948,452,178,532,3
1,104,4866,2220,1683,1897,-1,0
1,104,4866,2220,1683,1897,-1,1
1,104,4866,2220,1683,1897,-1,2
1,104,4866,2220,1683,1897,-1,3
1,105,1141,4040,3895,2450,6310,0
1,105,1141,4040,3895,2450,6310,1
1,105,1141,4040,3895,2450,6310,2
1,105,1141,4040,3895,2450,6310,3
1,106,1141,4040,3895,2450,6306,0
1,106,1141,4040,3895,2450,6306,1
1,106,1141,4040,3895,2450,6306,2
1,106,1141,4040,3895,2450,6306,3
1,107,4866,2361,876,1756,2417,0
1,107,4866,2361,876,1756,2417,1
1,107,4866,2361,876,1756,2417,2
1,107,4866,2361,876,1756,2417,3
1,108,4866,3315,1218,802,1872,0
1,108,4866,3315,1218,802,1872,1
1,108,4866,3315,1218,802,1872,2
1,108,4866,3315,1218,802,1872,3
1,109,4866,3302,980,815,-1,0
1,109,4866,3302,980,815,-1,1
1,109,4866,3302,980,815,-1,2
1,109,4866,3302,980,815,-1,3
1,11,4866,2761,4304,2128,8265,0
1,11,4866,2761,4304,2128,8265,1
1,11,4866,2761,4304,2128,8265,2
1,11,4866,2761,4304,2128,8265,3
1,110,4527,3834,474,283,724,0
1,110,4527,3834,474,283,724,1
1,110,4527,3834,474,283,724,2
1,110,4527,3834,474,283,724,3
1,111,4866,4040,555,851,1223,0
1,111,4866,4040,555,851,1223,1
1,111,4866,4040,555,851,1223,2
1,111,4866,4040,555,851,1223,3
1,112,4692,3966,309,151,428,0
1,112,4692,3966,309,151,428,1
1,112,4692,3966,309,151,428,2
1,112,4692,3966,309,151,428,3
1,113,4866,2761,4304,2856,9729,0
1,113,4866,2761,4304,2856,9729,1
1,113,4866,2761,4304,2856,9729,2
1,113,4866,2761,4304,2856,9729,3
1,114,4115,4040,942,1397,2509,0
1,114,4115,4040,942,1397,2509,1
1,114,4115,4040,942,1397,2509,2
1,114,4115,4040,942,1397,2509,3
1,115,3489,4040,1547,1065,2275,0
1,115,3489,4040,1547,1065,2275,1
1,115,3489,4040,1547,1065,2275,2
1,115,3489,4040,1547,1065,2275,3
1,116,4804,3709,197,408,526,0
1,116,4804,3709,197,408,526,1
1,116,4804,3709,197,408,526,2
1,116,4804,3709,197,408,526,3
1,117,4819,3757,182,360,446,0
1,117,4819,3757,182,360,446,1
1,117,4819,3757,182,360,446,2
1,117,4819,3757,182,360,446,3
1,118,4786,3759,215,358,481,0
1,118,4786,3759,215,358,481,1
1,118,4786,3759,215,358,481,2
1,118,4786,3759,215,358,481,3
1,119,4776,3773,225,344,518,0
1,119,4776,3773,225,344,518,1
1,119,4776,3773,225,344,518,2
1,119,4776,3773,225,344,518,3
1,12,4866,2761,4304,2201,8208,0
1,12,4866,2761,4304,2201,8208,1
1,12,4866,2761,4304,2201,8208,2
1,12,4866,2761,4304,2201,8208,3
1,120,4778,3773,223,344,494,0
1,120,4778,3773,223,344,494,1
1,120,4778,3773,223,344,494,2
1,120,4778,3773,223,344,494,3
1,121,4758,3773,243,344,510,0
1,121,4758,3773,243,344,510,1
1,121,4758,3773,243,344,510,2
1,121,4758,3773,243,344,510,3
1,122,4717,3773,284,344,544,0
